,,,,,
Subject,Subject Desc,Course Number,Title,Academic Period Desc,CRN
,,,Multimedia Writing-Honors,Fall 2024,19620
,,42000,Business Writing,Fall 2024,43010
,,,,,21285
,,,,,21288
,,,,,21289
,,,,,21290
,,,,,21291
,,,,,25418
,,,,,25419
,,,,,25420
,,,,,25662
,,,,,25663
,,42100,Technical Writing,Fall 2024,19129
,,,,,33368
,,,,,33369
,,,,,33424
,,,,,33455
,,,,,33456
,,,,,33457
,,,,,33748
,,,,,21298
,,,,,21300
,,,,,21302
,,,,,21306
,,,,,21307
,,42400,Wrtg For High Tech Industries,Fall 2024,26758
,,43201,Editing And Publishing,Fall 2024,26757
,,50700,Advanced Poetry Writing,Fall 2024,26756
,,50900,Adv Fiction Writing,Fall 2024,17452
,,51500,Adv Professional Writ,Fall 2024,33070
ENGR,ENGR-Engineering,10301,BIDC: Intro To Manufacturing,Fall 2024,11994
,,,CEM: Leading The Way,Fall 2024,33110
,,,Changing The World With Chips,Fall 2024,28089
,,,Engineering And Climate Change,Fall 2024,26544
,,,Ethics Of Making Fake Vomit,Fall 2024,21745
,,,FYE Career Exploration,Fall 2024,32376
,,,FYE Honors Project & Prof Dev,Fall 2024,23646
,,,FYE Professional Development,Fall 2024,24710
,,,,,28761
,,,GRIT+ & Engineering-Honors,Fall 2024,25242
,,,Intro To ENGR In Practice,Fall 2024,24435
,,,,,24434
,,,Intro To Undergrad Research,Fall 2024,24545
,,,,,33114
,,,Keys To Learning,Fall 2024,14930
,,,,,21736
,,,,,33517
,,,Nuclear Eng In Practice,Fall 2024,25889
,,,Pharma Careers-Lilly Scholars,Fall 2024,24458
,,,Smart Cities & Infrastructure,Fall 2024,21210
,,,Defense And National Security,Fall 2024,30811
,,13000,Transform Ideas To Innovations,Fall 2024,27862
,,13100,Trans Ideas To Innovation I,Fall 2024,17096
,,,,,17073
,,,,,11805
,,,,,17093
,,,,,11803
,,,,,32549
,,,,,32548
,,,,,11811
,,,,,20919
,,,,,24504
,,,,,32547
,,,,,11797
,,,,,32546
,,,,,32986
,,,,,23510
,,,,,11806
,,,,,11809
,,,,,24423
,,,,,32999
,,,,,11793
,,,,,11810
,,,,,23450
,,,,,20921
,,13200,Trans Ideas To Innovation II,Fall 2024,11777
,,,,,11784
,,13300,Trans Ideas To Innov EPICS,Fall 2024,23432
,,,,,32757
,,,,,11762
,,,,,11765
,,,,,11773
,,,,,24506
,,16100,Honors Intro To Phys & Engr I,Fall 2024,19049
,,,,,19050
,,,,,19055
,,,,,19056
,,,,,29458
,,18000,Minority Engr Seminar,Fall 2024,19991
,,19400,Women Engr Seminar,Fall 2024,19992
,,,,,19993
,,,,,24841
,,29600,GEARE Pro Experience Prep,Fall 2024,22794
,,,Kiewit Scholar Seminar,Fall 2024,22396
,,29701,Global Engineering Orientation,Fall 2024,16091
,,,,,16093
,,,,,29365
,,31000,Engineering In Global Context,Fall 2024,23425
,,,,,28066
,,39600,Springer Executive Forum,Fall 2024,32386
,,,Jr Part VIP,Fall 2024,32561
,,40400,"Instr,Mentorshp&Ldrshp",Fall 2024,31437
,,,"Instr,Mentorshp&Ldrshp-Honors",Fall 2024,28457
,,,,,28458
,,,,,28459
,,40600,Engr Ambassador Seminar,Fall 2024,60252
,,49700,Global Engineering Capstone,Fall 2024,16347
,,50200,Engineering Leadership,Fall 2024,33351
,,59600,Social Innovation And Business,Fall 2024,31372
,,69299,Pro Prac Grad Co-Op II,Fall 2024,10567
,,,,,26954
,,69399,Pro Prac Grad Co-Op III,Fall 2024,26958
,,69699,Pro Prac Grad Intern,Fall 2024,10570
ENGT,ENGT-Engineering Technology,18200,Gateway To Engineering Tech,Fall 2024,26771
,,,,,26770
,,,,,26769
,,48000,ET Capstone I,Fall 2024,24848
,,,,,14758
,,48100,ET Capstone II,Fall 2024,24847
,,50100,Graduate Research Seminar,Fall 2024,19134
ENTM,ENTM-Entomology,10100,Insect Biol Grand Challenges,Fall 2024,14202
,,10500,Insects Friend And Foe,Fall 2024,67231
,,,,,11535
,,20100,Sci & Technical Communication,Fall 2024,10453
,,20600,General Entomology,Fall 2024,20028
,,20700,General Entomology Lab,Fall 2024,20029
,,,,,20031
,,,,,20032
,,22810,Forensic Investigation,Fall 2024,12053
,,22830,Forensic Testimony & Ethics,Fall 2024,16997
,,30100,Experimentation And Analysis,Fall 2024,10454
,,33500,Intro Insect Identif,Fall 2024,16044
,,39300,Insect Biology Practicum,Fall 2024,24491
,,41000,Applied Insect Biology,Fall 2024,10880
,,41001,Insects Of Urban Landscapes,Fall 2024,10886
,,42890,Forensic Science Teaching,Fall 2024,11174
,,60900,Science Writing,Fall 2024,14422
ENTR,ENTR-Entrepreneurship,20000,Intro Entr & Innov,Fall 2024,18684
,,,,,20120
,,,,,20118
,,,,,20121
,,,,,18688
,,,,,24473
,,,,,16617
,,,,,21722
,,,,,27307
,,,,,21699
,,,,,18707
,,,Intro Entr & Innov-Honors,Fall 2024,18684
,,,,,20120
,,31000,Mktg Mgmt For New Ventures,Fall 2024,52449
,,,,,52451
,,,,,64268
,,,,,21698
,,,,,21712
,,,,,16661
,,,,,25866
,,31500,Bus Planning For Social Entr,Fall 2024,20571
,,32500,Global Entr & Innovation,Fall 2024,28962
,,,Global Entr &Innovation-Honors,Fall 2024,28962
,,46000,Internship And Career Prep,Fall 2024,17172
,,,,,24404
,,,,,24405
,,,Internship &Career Prep-Honors,Fall 2024,24405
,,48000,Entr Leadership And Careers,Fall 2024,37242
,,48100,Consulting For Emerging Entr,Fall 2024,69192
EPCS,EPCS-Engr Proj Cmity Service,11100,First Yr Participation EPICS I,Fall 2024,11398
,,,,,11412
,,,,,11393
,,,,,11416
,,,,,11391
,,,,,11413
,,,,,22312
,,,,,14875
,,,,,14816
,,,,,13621
,,,,,11403
,,,,,19146
,,,,,14851
,,,,,14276
,,20100,Soph Part In EPICS,Fall 2024,69096
,,30100,Jr Part In EPICS,Fall 2024,69098
,,40100,Sr Part In EPICS,Fall 2024,69100
FLM,FLM-Film & Video,24100,Foundations Cinema Production,Fall 2024,15563
,,29108,Global Horror Cinema,Fall 2024,27881
,,32100,"Live Prod I: Thtr, Mus, Arts",Fall 2024,26186
,,32200,Live Prod I: Fall/Winter Sport,Fall 2024,24108
,,35100,Screenwriting,Fall 2024,15613
,,36100,Cinematography,Fall 2024,15612
,,37100,Editing I,Fall 2024,15619
,,44600,Producing Non-Fiction Video,Fall 2024,20508
,,49108,Bad Films,Fall 2024,24120
FNR,FNR-Forestry&Natural Resources,12500,Environmental Scienc & Conserv,Fall 2024,12032
,,22500,Dendrology,Fall 2024,20768
,,23000,World's Forest&Society,Fall 2024,20772
,,,World's Forest&Society-Honors,Fall 2024,20772
,,24000,Wildlife In America,Fall 2024,20773
,,,Wildlife In America-Honors,Fall 2024,20773
,,24150,"Ecols&Sys Fishes, Amph&Reptile",Fall 2024,10024
,,24250,"Lab Ecol&Sys Fishes,Amph&Reptl",Fall 2024,10057
,,,,,10060
,,,,,10067
,,,,,15363
,,,,,16882
,,,,,16888
,,,,,29800
,,27000,Landscape-Level Planning,Fall 2024,16969
,,30110,Sustainable Wood Prod Mfg,Fall 2024,20051
,,31300,Aquaponics,Fall 2024,22322
,,33100,Forest Ecosystems,Fall 2024,20780
,,34100,Wildlife Habitat Mgmt,Fall 2024,63588
,,35700,Fund Remote Sensing,Fall 2024,20785
,,35910,Spatial Ecology,Fall 2024,21432
,,40100,Limnology,Fall 2024,18877
,,43400,Tree Physiology,Fall 2024,25453
,,43900,Silviculture,Fall 2024,17579
,,44400,Arboriculture Practice,Fall 2024,16655
,,44700,Vertebrate Pop Dynamic,Fall 2024,42855
,,45600,Fish & Marine Pop Dynamics,Fall 2024,21589
,,46500,Hunting And Conservation,Fall 2024,19555
,,49800,Aquatic Sampling Tech,Fall 2024,17206
,,,Great Lakes Science Issues,Fall 2024,31457
,,52700,Ecotoxicology,Fall 2024,26283
,,52800,Wildl Environ Forensics,Fall 2024,12286
,,57100,Advanced Ornithology,Fall 2024,33273
,,58600,Urban Ecology,Fall 2024,16195
,,59000,Intro Teach Nat Resources,Fall 2024,14778
FR,FR-French,10100,French Level I,Fall 2024,15068
,,,,,15071
,,,,,30400
,,10200,French Level II,Fall 2024,15076
,,,,,15077
,,,,,15082
,,,,,11022
,,20100,French Level III,Fall 2024,20904
,,,,,20906
,,,,,60174
,,20200,French Level IV,Fall 2024,11026
,,,,,11027
,,30100,French Level V,Fall 2024,50577
,,,,,19472
,,30200,French Level VI,Fall 2024,21448
,,,French Level VI-Honors,Fall 2024,21448
,,33000,French Cinema,Fall 2024,12900
,,,French Cinema-Honors,Fall 2024,12900
,,40100,French Level VII,Fall 2024,15417
,,58100,French Culture,Fall 2024,30060
FS,FS-Food Science,16100,Science Of Food,Fall 2024,20955
,,,,,30085
,,29800,Sophomore Seminar,Fall 2024,20960
,,34100,Food Processing I,Fall 2024,61460
,,,Food Processing I-Honors,Fall 2024,61460
,,34200,Food Processing I Lab,Fall 2024,28948
,,36100,Food Plant Sanitation,Fall 2024,20963
,,36200,Food Microbiology,Fall 2024,20964
,,,Food Microbiology-Honors,Fall 2024,20964
,,36300,Food Microbiology Lab,Fall 2024,20965
,,,,,20966
,,44200,Food Processing II,Fall 2024,20975
,,,Food Processing II-Honors,Fall 2024,20975
,,44400,Stat Process Control,Fall 2024,20978
,,44700,Food Processing II Lab,Fall 2024,61465
,,,,,31257
,,47000,Wine Appreciation,Fall 2024,20980
,,,Wine Appreciation-Honors,Fall 2024,20980
,,48200,Food Sci Senior Seminar,Fall 2024,20982
,,49100, Boilermaker Sauces & Pickles,Fall 2024,13988
,,,Dairy Products,Fall 2024,15680
,,53000,Food Ingredient Tech,Fall 2024,11420
,,55001,Food Chemistry,Fall 2024,63270
,,55101,Food Analysis,Fall 2024,63271
,,55201,Nutritional Sciences,Fall 2024,63317
,,55301,Food Microbiology,Fall 2024,14606
,,55402,Food Processing,Fall 2024,28596
,,59000,Scientific Machine Learning,Fall 2024,33598
,,68400,Food Science Seminar,Fall 2024,21002
,,,,,22683
GER,GER-German,10100,German Level I,Fall 2024,14439
,,,,,14441
,,,,,14442
,,,,,15400
,,10200,German Level II,Fall 2024,14505
,,,,,14580
,,,,,14582
,,,,,11093
,,11200,Elem German Conversation,Fall 2024,21228
,,20100,German Level III,Fall 2024,50608
,,,,,50609
,,,,,50610
,,,,,64370
,,20200,German Level IV,Fall 2024,21235
,,,,,62828
,,21200,Intermed German Conversation,Fall 2024,21238
,,30100,German Level V,Fall 2024,50613
,,,,,22517
,,30200,German Level VI,Fall 2024,26826
GRAD,GRAD-Graduate Studies,50100,PULSe Scient Communic,Fall 2024,16359
,,59000,ESE Coll/Seminar I,Fall 2024,33855
,,,Preparing Future Faculty,Fall 2024,32927
,,,SIGP Professional Development,Fall 2024,31739
,,,Grant Writing Light,Fall 2024,24427
,,,Lab Rotation,Fall 2024,48826
,,61200,Responsible Conduct Of Resrch,Fall 2024,50307
,,,,,53587
,,,,,17636
,,,,,17646
,,68900,CSE Seminar,Fall 2024,24560
,,69900,Research PhD Thesis,Fall 2024,66405
GREK,GREK-Greek,10100,Ancient Greek Level I,Fall 2024,50617
,,,Ancient Greek Level I-Honors,Fall 2024,50617
GS,GS-General Studies,11900,Intro Acad Prog-Purdue,Fall 2024,21047
,,,,,11868
,,12001,Summer Beginners Seminar II,Fall 2024,32451
,,19501,Preparing For UG Research Expr,Fall 2024,19661
,,19700,Purdue Promise First-Yr Exper,Fall 2024,25507
,,,,,68542
,,,,,22147
,,,,,68525
,,,,,68546
,,,,,68531
,,,,,68535
,,,,,68537
,,,,,68530
,,,,,68532
,,,,,68529
,,,,,68526
,,29501,Understand UG Research Exper,Fall 2024,33777
,,,,,30257
,,40500,Advancing Tomorrow's Leaders,Fall 2024,68559
,,,,,68563
,,,,,68562
,,,,,68561
,,,,,68560
,,,,,11691
,,49000,Law School Exploration,Fall 2024,68564
,,,Law School Exploration-Honors,Fall 2024,68564
,,,LSAMP Prof Devel Seminar,Fall 2024,52794
,,49501,Beyond Undergraduate Research,Fall 2024,19670
GSLA,GSLA-Global Studies Lib Arts,10100,Global Awareness,Fall 2024,13292
,,,,,32296
HDFS,HDFS-Human Dev & Family Sci,10000,Orientat Curr Hum Dev&Fam Sci,Fall 2024,10070
,,,,,32148
,,20100,Intro To Relatship & Fam Sci,Fall 2024,69771
,,,,,26563
,,21000,Intro Human Devlpment,Fall 2024,12049
,,,,,11473
,,28000,Divrsty Individual & Fam Life,Fall 2024,18480
,,,,,14651
,,,Divrsty Indiv &Fam Life-Honors,Fall 2024,18480
,,30500,Biosocial Fndtns Of The Family,Fall 2024,15649
,,31100,Child Development,Fall 2024,11292
,,,,,12048
,,31200,Adult Development,Fall 2024,57336
,,31300,Adolescent Development,Fall 2024,69619
,,31400,Atypical Child Development,Fall 2024,10095
,,31801,Developmental Assessmt,Fall 2024,11213
,,32500,Hlth Care Child & Fam,Fall 2024,13573
,,,Hlth Care Child & Fam-Honors,Fall 2024,13573
,,33000,Sexuality And Family Life,Fall 2024,57243
,,33100,Skill Help Professnals,Fall 2024,50309
,,34100,Working With Parents,Fall 2024,15377
,,34300,Assessment And Case Mangement,Fall 2024,50314
,,34600,Rsrch Design & Prog Evaluation,Fall 2024,51569
,,,,,32981
,,34800,Admin Non-Profit Org,Fall 2024,50315
,,40500,Lang Lit&Soc Stds Pre/Prim Grd,Fall 2024,13581
,,40800,EI/ECSE: Issues And Prof Pract,Fall 2024,13602
,,42000,Dev Inf & Tod Curric,Fall 2024,13603
,,45100,Internship & Career Prep HS,Fall 2024,30064
,,45400,Internship & Career Prep DVFS,Fall 2024,13625
,,59000,Special Problems,Fall 2024,60727
,,60600,Advanced Human Development,Fall 2024,16353
,,62700,Multilevel Mdl Dev & Fam Resch,Fall 2024,27090
,,69700,Graduate Student Colloquium,Fall 2024,62641
HIST,HIST-History,10300,Intro To Medieval Wrld,Fall 2024,10922
,,,,,33257
,,10400,Intro To Modern World,Fall 2024,19191
,,,,,19197
,,,,,24766
,,,,,24767
,,,,,10159
,,,,,10169
,,,,,10172
,,,Intro To Modern World-Honors,Fall 2024,10169
,,10500,Global History,Fall 2024,27275
,,,Global History-Honors,Fall 2024,27275
,,12300,History At Work,Fall 2024,11657
,,15100,Amer Hist To 1877,Fall 2024,11247
,,,,,11289
,,,,,33258
,,15200,U S Since 1877,Fall 2024,11118
,,,,,11121
,,,,,21949
,,,,,19190
,,,,,21305
,,,,,60309
,,,,,65568
,,24000,East Asia & Hist Trad,Fall 2024,17764
,,24300,South Asia Hist & Civ,Fall 2024,18233
,,25000,US Relatn With MENA,Fall 2024,14090
,,,US Relatn With MENA-Honors,Fall 2024,14090
,,27100,Intro To Colonial Latin Amer,Fall 2024,56308
,,30705,History Of Big Data,Fall 2024,11409
,,30801,American Eugenics,Fall 2024,11410
,,,American Eugenics-Honors,Fall 2024,11410
,,30902,History Of Biotechnology,Fall 2024,11415
,,31005,Civil War Reconstruct 1850-77,Fall 2024,11425
,,31205,Arab-Israeli Conflict,Fall 2024,11439
,,,Arab-Israeli Conflict-Honors,Fall 2024,11439
,,33205,The Nuclear Age,Fall 2024,17780
,,,The Nuclear Age-Honors,Fall 2024,17780
,,33300,Sci & Society In Western Civ I,Fall 2024,11438
,,33505,Nationlism Socialism E Cen Eur,Fall 2024,11443
,,,Natnlsm Soclsm E Cen Eur-Hnrs,Fall 2024,11443
,,33605,Global LGBTQ History,Fall 2024,11444
,,33900,Traditional China,Fall 2024,14034
,,,Traditional China-Honors,Fall 2024,14034
,,37100,Society & Rock & Roll,Fall 2024,13916
,,,Society & Rock & Roll-Honors,Fall 2024,13916
,,37200,Hist Of American West,Fall 2024,11598
,,37500,U S Women Since 1870,Fall 2024,11586
,,38200,Amer Constitut Hist,Fall 2024,13452
,,38400,History Of Aviation,Fall 2024,21457
,,39500,Childhood And Youth,Fall 2024,11638
,,,Policing & Criminality US Hist,Fall 2024,11612
,,39600,African Amer History To 1877,Fall 2024,11641
,,40300,Europe In Reformation,Fall 2024,11472
,,41005,History Of American Presidency,Fall 2024,11478
,,44100,Africa In 20th Century,Fall 2024,11479
,,46100,Revolutionary Era,Fall 2024,11471
,,49500,19th Century American West,Fall 2024,11640
HK,HK-Health And Kinesiology,10000,Foundations Of Kinesiology,Fall 2024,11252
,,13500,Intro Health & Kines,Fall 2024,21428
,,,,,21429
,,21300,Clin Field Exp Health Fitness,Fall 2024,24003
,,22200,Found Hlth Fit Prof,Fall 2024,25876
,,25300,Princ Motor Developmnt,Fall 2024,15932
,,25800,Found Motor Skill Lrng,Fall 2024,36471
,,,Found Motor Skill Lrng-Honors,Fall 2024,36471
,,26300,Biomech Found Mot Skls,Fall 2024,39210
,,28500,Fieldwork In Athl Train - Coll,Fall 2024,11363
,,28600,Fieldwork In Athl Train - Seco,Fall 2024,11369
,,28700,Fieldwork In Athl Train - Clin,Fall 2024,28749
,,30200,App Clin Anatomy,Fall 2024,21510
,,30800,Athletic Health Care,Fall 2024,28186
,,,Athletic Health Care-Honors,Fall 2024,28186
,,32700,Intro To Sports Management,Fall 2024,23677
,,32800,Business Of Professional Sport,Fall 2024,23686
,,36800,Exercise Physiology I,Fall 2024,51020
,,37200,Sport Exercise Psy I,Fall 2024,59022
,,37600,History Of Sport,Fall 2024,13143
,,41500,Exercise As Medicine,Fall 2024,13165
,,42100,Health Screening & Evaluation,Fall 2024,21581
,,42200,Basic Exercise Program Design,Fall 2024,21586
,,42700,Sports Marketing,Fall 2024,23684
,,42800,Sports Facility Event Mgmt,Fall 2024,23683
,,44400,Balance Rehab In Older Adults,Fall 2024,33430
,,46500,Research Methods,Fall 2024,23914
,,,,,59030
,,46800,Adv Exercise Physio II,Fall 2024,32394
,,46900,Ex/Test Presc Spec Pop,Fall 2024,53103
,,49000,Pract Exer And Musculoskel Fun,Fall 2024,33465
,,50000,Intro To AT Practice,Fall 2024,23027
,,50600,Evidence Based Practice In AT,Fall 2024,23067
,,51500,Emergency Medical Management,Fall 2024,23093
,,52000,Eval/Mgmt - Lower Quarter,Fall 2024,23099
,,53000,Eval/Mgmt - Upper Quarter,Fall 2024,23100
,,54100,AT Practicum I,Fall 2024,28183
,,59000,ECG And Exercise,Fall 2024,26876
,,,Health Coaching Fundamentals,Fall 2024,26877
,,67000,Advanced Semnr In Kinesiology,Fall 2024,21635
HONR,HONR-Honors,19900,Research Thinking,Fall 2024,24943
,,,,,24945
,,19901,Honors First Yr Experience I,Fall 2024,67318
,,,,,11567
,,,,,67322
,,,,,11566
,,,,,11569
,,,,,19116
,,,,,19115
,,,,,67334
,,,,,19117
,,,,,19111
,,,,,19113
,,,,,11737
,,,,,67328
,,,,,13132
,,,,,67339
,,,,,11580
,,,,,67338
,,,,,67329
,,,,,67323
,,,,,13135
,,,,,67320
,,,,,67335
,,,,,13136
,,,,,65248
,,,,,67327
,,,,,67349
,,,,,67333
,,,,,19114
,,,,,20612
,,,,,19195
,,,,,22993
,,,,,22994
,,,,,22995
,,,,,25540
,,,,,25541
,,,,,25542
,,,,,25543
,,,,,25544
,,,,,25545
,,,,,25546
,,,,,25547
,,,,,25548
,,,,,32864
,,,,,32863
,,,,,32866
,,,,,32865
,,,,,32868
,,,,,32867
,,19903,Interdisc Approach To Writing,Fall 2024,25353
,,,,,17822
,,,,,33268
,,,,,33619
,,22000,Community Of Inquiry,Fall 2024,17836
,,,,,17837
,,22100,Exploring Place,Fall 2024,27684
,,,,,27690
,,,Exploring Place: Internships,Fall 2024,23821
,,29500,Lead Forward Fellowship,Fall 2024,29182
,,29900,Elections & Campaigns,Fall 2024,28036
,,,Honors Leadership Retreat,Fall 2024,25314
,,,Lead For Social Impact,Fall 2024,24508
,,,Leadership Praxis,Fall 2024,18186
,,,Nonprofits & Philanthropy,Fall 2024,21465
,,,Print Bay Immersive,Fall 2024,25197
,,,The Gilded Age In Chicago,Fall 2024,26137
,,,Public Art & Placemaking,Fall 2024,28029
,,29901,Honors Mentors,Fall 2024,15467
,,,,,15470
,,,,,15471
,,,,,15476
,,,,,15479
,,,,,15489
,,,,,15509
,,,,,15516
,,,,,18344
,,31300,STS: Exploring Spatial Data,Fall 2024,29005
,,,STS: Surveillance & Society,Fall 2024,27702
,,31400,Human Epoch: Climate Solutions,Fall 2024,27746
,,31500,Across Differences: Exile,Fall 2024,27973
,,39900,3D-Printed Houses For All,Fall 2024,27987
,,,The Information Society,Fall 2024,27990
,,46100,Well-Being,Fall 2024,18192
,,46300,Research Thinking Portfolio,Fall 2024,18161
,,46400,Scholarly Project: Deterrence,Fall 2024,29180
,,,Scholarly Project: Learning,Fall 2024,28000
,,49900,TREKS Engagement III,Fall 2024,32453
,,59901,Research Mentor Dev,Fall 2024,23968
HORT,HORT-Horticulture,10100,Fundmntls Horticulture,Fall 2024,16667
,,,,,20605
,,,,,22037
,,,Fundmntls Horticulture-Honors,Fall 2024,16667
,,12100,Medicine In The Garden,Fall 2024,11196
,,21700,Woody Landscape Plants,Fall 2024,11648
,,21810,Flowers For Color,Fall 2024,16758
,,21820,Hardy Herbaceous Landscpe Plts,Fall 2024,17538
,,29100,Living Landscapes,Fall 2024,33391
,,31700,Landscpe Cntrct & Mgmt,Fall 2024,21715
,,31800,Field Prod Of Hort Crops,Fall 2024,16813
,,32100,Hydroponics Systems,Fall 2024,28453
,,40300,Tropical Horticulture,Fall 2024,29006
,,,Tropical Horticulture-Honors,Fall 2024,29006
,,51300,Nutrition Of Hort Crps,Fall 2024,28467
,,53100,Applied Plant Genomics,Fall 2024,29019
,,57200,Stakeholdr Involvmnt Land Mgmt,Fall 2024,29256
HSCI,HSCI-Health Sciences,10100,Intro Health Sciences,Fall 2024,19159
,,13100,Medical Terminology,Fall 2024,20474
,,19501,HSCI Freshman Honors Sem,Fall 2024,57220
,,20200,"Essentials Of EHS, OHS, & RHS",Fall 2024,37506
,,22500,Health Leadership And Safety,Fall 2024,22590
,,30500,Basics Of Oncology,Fall 2024,16509
,,31200,Radiation Science,Fall 2024,21790
,,31300,Radiation Detection,Fall 2024,65369
,,33400,Lung Physiology And Medicine,Fall 2024,27413
,,33500,Heart Physiology And Medicine,Fall 2024,18928
,,,Heart Physiol &Medicine-Honors,Fall 2024,18928
,,33600,Eye Physiology And Disease,Fall 2024,26920
,,34500,Intro Occ Envir Health,Fall 2024,21796
,,42000,Applied Anatomy For Medicine,Fall 2024,16515
,,49000,Dissecting Dementia,Fall 2024,21512
,,52600,Prin HP & Dosimetry,Fall 2024,15798
,,54700,Fundamentals Of Epidemiology,Fall 2024,25232
,,56000,Toxicology,Fall 2024,21891
,,57400,Medical Health Physics,Fall 2024,21893
,,58000,Occup Biomech & Ergonomics,Fall 2024,21894
,,59000,Human Sectional Anatomy,Fall 2024,21516
,,62500,Grant Writing For Health Sci,Fall 2024,23690
,,69600,Seminr In Hlth Science,Fall 2024,36063
,,,,,42160
HSOP,"HSOP-Hlth,Srvcs,Outcomes&Polic",69600,Sem In Phar Adm,Fall 2024,48456
HTM,HTM-Hospitality & Tourism Mgmt,10010,Expl Transfm Exp In HTM,Fall 2024,36756
,,14100,Fin Acctg Service Ind,Fall 2024,61722
,,,,,27749
,,16200,Intro To Event & Meet Planning,Fall 2024,18289
,,17300,Tourism Systems,Fall 2024,50412
,,,,,30078
,,,Tourism Systems-Honors,Fall 2024,50412
,,18000,Hospitality Operations,Fall 2024,31454
,,18100,Intro To Lodging Management,Fall 2024,61845
,,20200,Hospitality&Tourism Work Expr,Fall 2024,29548
,,21200,Mgmt & Ldrsp In Hosp & Tour,Fall 2024,24502
,,21800,Creating Exp For A Diverse Soc,Fall 2024,24974
,,23100,Mktg In Service Industries,Fall 2024,41530
,,,,,29546
,,24100,Mgr Acct&Fncl Mgt Hosp,Fall 2024,21937
,,,,,16132
,,25500,Adv Spreadsheet Techs For HTM,Fall 2024,29368
,,,,,29367
,,,,,29383
,,,,,29382
,,29101,Quant Food Prd&Srv Lab,Fall 2024,21946
,,,,,14904
,,,,,14920
,,29102,Intro To Foodservice Mgmt,Fall 2024,18295
,,31200,Talent Mgmt For Serv Ind,Fall 2024,24747
,,31700,Bus Etiquette For Mgrs,Fall 2024,61724
,,32200,Hosptl Facilities Mgmt,Fall 2024,51430
,,,,,21952
,,34100,Ops Ctrl/Analysis In Hosp Ind,Fall 2024,18484
,,,,,24223
,,35700,Disrupt & Innov In Hosp & Tour,Fall 2024,31456
,,36200,Event And Meeting Management,Fall 2024,16224
,,,Event & Meeting Mgmt-Honors,Fall 2024,16224
,,38110,Revenue Mgmt Lodging Industry,Fall 2024,10449
,,41100,Hospitality & Tour Law,Fall 2024,19175
,,44100,Fin Mgt Hospitality Ind,Fall 2024,24226
,,49111,Beverage Operation Mgmt,Fall 2024,51573
,,49112,Mgmt & Serv Beverage Alcohol,Fall 2024,51574
,,49201,Hosp Op Mgmt And Ldshp,Fall 2024,27034
,,49901,Bus Devlpmnt In Hosp & Tourism,Fall 2024,29561
,,50800,Service Excellence Mindset,Fall 2024,32436
,,60100,Research Development & Design,Fall 2024,32440
,,61400,Theory Of The Consumer,Fall 2024,32439
IDE,IDE-Interdisciplinary Engr,30100,Professional Prep IDE,Fall 2024,15749
,,36000,MDE Statistics,Fall 2024,19000
,,38500,Design Mthodolog Divrs Stkhldr,Fall 2024,21650
,,48300,MDE Engr Analysis/Decision,Fall 2024,17434
,,48400,MDE Design Methodology,Fall 2024,16707
,,48700,MDE Senior Development,Fall 2024,15583
,,49500,Fund Civilian Service In DoD,Fall 2024,30739
,,,,,30744
IE,IE-Industrial Engineering,20000,Ind Engr Seminar,Fall 2024,22013
,,23000,Prob & Stat In Engr I,Fall 2024,22014
,,33000,Prob & Stat In Engr II,Fall 2024,22016
,,33200,Comput In Indust Engr,Fall 2024,22017
,,,Comput In Indust Engr-Honors,Fall 2024,22017
,,33500,Oper Research-Optimiz,Fall 2024,22023
,,,,,19909
,,,Oper Research-Optimiz-Honors,Fall 2024,22023
,,,,,19909
,,33600,Oper Res-Stoch Models,Fall 2024,22024
,,34300,Engineering Economics,Fall 2024,22025
,,,,,50722
,,,,,32203
,,,Engineering Economics-Honors,Fall 2024,50722
,,37000,Mfg Processes I,Fall 2024,22027
,,38300,Integrated Prod Sys I,Fall 2024,22028
,,38600,Work Anly And Design I,Fall 2024,22029
,,39699,Prof Practice Internship,Fall 2024,53160
,,43100,Industrial Engr Design,Fall 2024,22036
,,47000,Mfg Processes II,Fall 2024,22051
,,47200,"Imagine, Model, Make",Fall 2024,21729
,,47400,Industrial Control Sys,Fall 2024,22055
,,48400,Integrated Prod Sys II,Fall 2024,22056
,,48600,Work Anly & Design II,Fall 2024,22059
,,53000,Quality Control,Fall 2024,16240
,,,,,23891
,,53500,Linear Programming,Fall 2024,22068
,,54500,Engr Economic Anly,Fall 2024,21218
,,,,,50788
,,55900,Cog Eng Interac Sftwre,Fall 2024,21166
,,57000,Mfg Process Engr,Fall 2024,11600
,,57700,Human Factors In Engr,Fall 2024,14190
,,57800,Applied Ergonomics,Fall 2024,32171
,,,,,17498
,,57900,Des Cont Prod Mfg Sys,Fall 2024,50789
,,58000,Systems Simulation,Fall 2024,21236
,,,,,64596
,,59000,Mach Learning And Its Apps,Fall 2024,29592
,,,Nanomanufacturing,Fall 2024,24939
,,,PMP Capstone Proj Preparation,Fall 2024,16793
,,,Project Management,Fall 2024,23902
,,,Quality Systems Management,Fall 2024,21239
,,,Risk Analysis Methods And Apps,Fall 2024,25226
,,69000,Modern Algs For Contin Optim,Fall 2024,29993
,,,Reinforcement Learn & Control,Fall 2024,21738
,,,Stoch Approx & Reinforce Learn,Fall 2024,32172
,,,Grad Prof Dev Seminar,Fall 2024,21281
,,,Graduate Research Seminar,Fall 2024,21271
